         1462369 function calls (1438706 primitive calls) in 1.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      230    0.001    0.000    0.002    0.000 overrides.py:85(verify_matching_signatures)
     2112    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        4    0.000    0.000    0.002    0.001 _common.py:1(<module>)
     1572    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.002    0.002 axes3d.py:41(Axes3D)
        7    0.000    0.000    0.002    0.000 core.py:2833(__init__)
       15    0.000    0.000    0.002    0.000 core.py:1601(__or__)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
     3333    0.001    0.000    0.002    0.000 typing.py:1161(_is_dunder)
      828    0.000    0.000    0.002    0.000 __init__.py:164(match)
    11752    0.002    0.000    0.002    0.000 _parser.py:240(__next)
       15    0.000    0.000    0.002    0.000 core.py:4399(__init__)
       30    0.000    0.000    0.002    0.000 typing.py:1589(copy_with)
        1    0.000    0.000    0.002    0.002 matrix.py:1(<module>)
     1336    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 accessor.py:160(StringMethods)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
     4224    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       24    0.001    0.000    0.002    0.000 util.py:210(_collapse_string_to_ranges)
        1    0.000    0.000    0.002    0.002 __init__.py:336(Version)
     1572    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
       33    0.002    0.000    0.002    0.000 {built-in method _io.open}
      704    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:703(_validate_timestamp_pyc)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fractions.py:1(<module>)
      162    0.000    0.000    0.002    0.000 typing.py:892(__init__)
       90    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.002    0.002 version.py:161(Version)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
      823    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.002    0.002 _globals.py:1(<module>)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       44    0.000    0.000    0.002    0.000 core.py:4404(<genexpr>)
        1    0.000    0.000    0.002    0.002 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 take.py:1(<module>)
        1    0.000    0.000    0.002    0.002 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.002    0.002 tarfile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:1(<module>)
        7    0.000    0.000    0.002    0.000 enum.py:862(_create_)
        1    0.000    0.000    0.002    0.002 expr.py:1(<module>)
        9    0.000    0.000    0.002    0.000 <frozen ntpath>:705(realpath)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
     5407    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.002    0.002 docscrape.py:1(<module>)
      823    0.001    0.000    0.002    0.000 __init__.py:101(find_spec)
        1    0.000    0.000    0.002    0.002 _afm.py:1(<module>)
     7775    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.002    0.002 pydoc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tripcolor.py:1(<module>)
        4    0.000    0.000    0.002    0.000 _docstrings.py:48(from_function_params)
        2    0.000    0.000    0.002    0.001 _optional.py:85(import_optional_dependency)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _function_base_impl.py:1(<module>)
      736    0.001    0.000    0.002    0.000 inspect.py:176(get_annotations)
      310    0.000    0.000    0.002    0.000 function_base.py:486(add_newdoc)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
      509    0.000    0.000    0.002    0.000 _inspect.py:97(getargspec)
        1    0.000    0.000    0.002    0.002 melt.py:1(<module>)
        1    0.000    0.000    0.002    0.002 argparse.py:1903(parse_args)
      187    0.000    0.000    0.002    0.000 inspect.py:3097(replace)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cast.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cyaml.py:1(<module>)
       22    0.000    0.000    0.002    0.000 dataclasses.py:661(_cmp_fn)
        1    0.000    0.000    0.002    0.002 fnmatch.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _strptime.py:275(__init__)
       67    0.002    0.000    0.002    0.000 colors.py:1134(reversed)
        1    0.000    0.000    0.002    0.002 docscrape.py:136(NumpyDocString)
     1572    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
      826    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
      568    0.000    0.000    0.002    0.000 inspect.py:2812(replace)
     3729    0.001    0.000    0.002    0.000 _parser.py:176(append)
        1    0.000    0.000    0.002    0.002 core.py:389(ParserElement)
        1    0.000    0.000    0.002    0.002 ExifTags.py:21(Base)
     1058    0.001    0.000    0.002    0.000 <frozen ntpath>:87(isabs)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        1    0.000    0.000    0.002    0.002 encoders.py:1(<module>)
     7878    0.001    0.000    0.002    0.000 enum.py:1128(__new__)
       20    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
       18    0.000    0.000    0.002    0.000 dataclasses.py:627(_repr_fn)
      820    0.001    0.000    0.002    0.000 inspect.py:754(unwrap)
        4    0.000    0.000    0.002    0.000 pathlib.py:1228(resolve)
       24    0.000    0.000    0.002    0.000 typing.py:1288(__or__)
     6585    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.002    0.002 argparse.py:2639(error)
       28    0.000    0.000    0.001    0.000 _docstring.py:79(<genexpr>)
        4    0.000    0.000    0.001    0.000 docscrape.py:164(__init__)
        1    0.000    0.000    0.001    0.001 inset.py:1(<module>)
      356    0.001    0.000    0.001    0.000 inspect.py:791(_findclass)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
        1    0.000    0.000    0.001    0.001 focus_gui.py:1(<module>)
      309    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
      801    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      823    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.001    0.001 category.py:1(<module>)
       22    0.000    0.000    0.001    0.000 core.py:5119(parseImpl)
   274/19    0.000    0.000    0.001    0.000 ast.py:403(visit)
     3260    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 simpledialog.py:1(<module>)
       70    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
     7849    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
      443    0.001    0.000    0.001    0.000 copy.py:247(_reconstruct)
   274/19    0.000    0.000    0.001    0.000 ast.py:409(generic_visit)
     1755    0.001    0.000    0.001    0.000 enum.py:1543(_get_value)
  278/178    0.000    0.000    0.001    0.000 core.py:1947(name)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
      192    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
        2    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
       39    0.000    0.000    0.001    0.000 colors.py:419(to_rgba_array)
       88    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1571(__init__)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
      809    0.001    0.000    0.001    0.000 _compiler.py:403(_simple)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
  208/115    0.000    0.000    0.001    0.000 core.py:1910(default_name)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
     3260    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.001    0.001 regression.py:1(<module>)
     1121    0.001    0.000    0.001    0.000 enum.py:849(__setattr__)
       44    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
     4635    0.001    0.000    0.001    0.000 _parser.py:256(match)
     1995    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     7755    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
       14    0.000    0.000    0.001    0.000 core.py:121(doc_note)
4550/1002    0.001    0.000    0.001    0.000 __init__.py:354(recursive_subclasses)
1719/1539    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
     22/3    0.000    0.000    0.001    0.000 core.py:4122(streamline)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
     3801    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
        2    0.000    0.000    0.001    0.001 core.py:6134(srange)
        1    0.000    0.000    0.001    0.001 helpers.py:634(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:576(_makeTags)
     3532    0.001    0.000    0.001    0.000 inspect.py:3076(<genexpr>)
        1    0.000    0.000    0.001    0.001 argparse.py:1772(__init__)
        1    0.000    0.000    0.001    0.001 win.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
       70    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
     3056    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:2613(print_usage)
     5707    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
     78/4    0.000    0.000    0.001    0.000 core.py:980(_parseCache)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
     30/4    0.000    0.000    0.001    0.000 core.py:3963(streamline)
     1572    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
     2366    0.001    0.000    0.001    0.000 _parser.py:293(tell)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       55    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
     1365    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
      195    0.001    0.000    0.001    0.000 _shape_base_impl.py:628(column_stack)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        2    0.000    0.000    0.001    0.001 construction.py:1(<module>)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        6    0.000    0.000    0.001    0.000 gettext.py:616(gettext)
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:620(set_parse_action)
        6    0.000    0.000    0.001    0.000 gettext.py:578(dgettext)
        1    0.000    0.000    0.001    0.001 _twodim_base_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 overrides.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:519(_get_config_or_cache_dir)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
        6    0.000    0.000    0.001    0.000 gettext.py:519(translation)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:2888(__new__)
       31    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
        6    0.000    0.000    0.001    0.000 gettext.py:479(find)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
      704    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
    38/18    0.000    0.000    0.001    0.000 core.py:4698(parseImpl)
      574    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        4    0.000    0.000    0.001    0.000 docscrape.py:393(_parse)
        1    0.000    0.000    0.001    0.001 argparse.py:2578(format_usage)
       19    0.000    0.000    0.001    0.000 core.py:257(_trim_arity)
        1    0.000    0.000    0.001    0.001 counting.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
       72    0.000    0.000    0.001    0.000 config.py:811(inner)
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
     2906    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      704    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      870    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5230(parseImpl)
     4557    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
